#HMM - Genes
#command line: python3 ../../src/transit.py
#summary of gene calls: ES=650, GD=154, NE=3099, GA=81, N/A=6
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv3201c	-	PROBABLE ATP-DEPENDENT DNA HELICASE 	48	0	0	48	0	0.5000	382.29	NE
Rv3202c	-	POSSIBLE ATP-DEPENDENT DNA HELICASE 	30	0	0	30	0	0.6667	672.95	NE
Rv3203	lipV	POSSIBLE LIPASE LIPV 	13	0	0	13	0	0.3846	324.00	NE
Rv3204	-	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) 	4	0	0	4	0	0.7500	564.00	NE
Rv3205c	-	hypothetical protein Rv3205c 	15	0	0	15	0	0.4000	328.67	NE
Rv3206c	moeB1	molybdopterin biosynthesis-like protein MoeZ 	25	23	0	2	0	0.0800	511.00	ES
Rv3207c	-	hypothetical protein Rv3207c 	18	0	0	18	0	0.4444	308.62	NE
Rv3208	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	0	0	11	0	0.0909	780.00	NE
Rv3208A	TB9.4	hypothetical protein Rv3208A 	6	0	0	6	0	0.8333	331.60	NE
Rv3209	-	CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN 	10	0	0	10	0	0.8000	1585.62	NE
Rv3210c	-	hypothetical protein Rv3210c 	11	0	0	11	0	0.0909	90.00	NE
Rv3211	rhlE	PROBABLE ATP-DEPENDENT RNA HELICASE RHLE 	24	0	0	24	0	0.2917	102.00	NE
Rv3212	-	CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN 	21	20	0	1	0	0.0476	42.00	ES
Rv3213c	-	POSSIBLE SOJ/PARA-RELATED PROTEIN 	13	0	0	13	0	0.6923	555.44	NE
Rv3214	gpm2	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM) 	11	2	0	9	0	0.4545	520.40	NE
Rv3215	entC	isochorismate synthase 	16	16	0	0	0	0.0000	0.00	ES
Rv3216	-	POSSIBLE ACETYLTRANSFERASE 	6	0	0	6	0	0.8333	953.60	NE
Rv3217c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	4	0	0	4	0	1.0000	154.00	NE
Rv3218	-	hypothetical protein Rv3218 	18	2	0	16	0	0.7222	519.38	NE
Rv3219	whiB1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB1 	4	4	0	0	0	0.0000	0.00	ES
Rv3220c	-	PROBABLE TWO COMPONENT SENSOR KINASE 	22	0	0	22	0	0.6364	459.29	NE
Rv3221c	TB7.3	hypothetical protein Rv3221c 	3	0	0	3	0	0.3333	37.00	NE
Rv3221A	-	POSSIBLE ANTI-SIGMA FACTOR 	3	0	0	3	0	0.0000	0.00	NE
Rv3222c	-	hypothetical protein Rv3222c 	7	0	0	7	0	0.0000	0.00	NE
Rv3223c	sigH	RNA polymerase sigma factor RpoE 	15	0	0	15	0	0.9333	753.43	NE
Rv3224	-	short chain dehydrogenase 	17	0	0	17	0	0.8235	820.71	NE
Rv3224A	-	hypothetical protein Rv3224A 	4	0	0	4	0	0.7500	110.33	NE
Rv3224B	-	hypothetical protein Rv3224B 	4	0	0	4	0	0.7500	221.33	NE
Rv3225c	-	POSSIBLE TRANSFERASE 	29	0	0	29	0	0.7586	690.27	NE
Rv3226c	-	hypothetical protein Rv3226c 	6	0	0	6	0	1.0000	1570.17	NE
Rv3227	aroA	3-phosphoshikimate 1-carboxyvinyltransferase 	8	8	0	0	0	0.0000	0.00	ES
Rv3228	-	hypothetical protein Rv3228 	9	4	0	5	0	0.1111	53.00	NE
Rv3229c	-	POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE) 	25	22	0	3	0	0.1200	232.33	ES
Rv3230c	-	HYPOTHETICAL OXIDOREDUCTASE 	17	16	0	1	0	0.0588	1032.00	ES
Rv3231c	-	hypothetical protein Rv3231c 	6	0	0	6	0	0.8333	366.20	NE
Rv3232c	pvdS	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN PVDS (PROBABLE RNA POLYMERASE SIGMA FACTOR) 	24	0	0	24	0	0.9167	530.68	NE
Rv3233c	-	hypothetical protein Rv3233c 	13	0	0	13	0	1.0000	1198.77	NE
Rv3234c	-	hypothetical protein Rv3234c 	18	0	0	18	0	0.7778	1120.71	NE
Rv3235	-	HYPOTHETICAL ALANINE ARGININE PROLINE RICH PROTEIN 	6	0	0	6	0	0.8333	436.60	NE
Rv3236c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	15	0	0	15	0	0.8000	887.50	NE
Rv3237c	-	hypothetical protein Rv3237c 	9	0	0	9	0	0.7778	733.43	NE
Rv3238c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	22	0	0	22	0	0.9091	883.95	NE
Rv3239c	-	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN 	56	0	0	56	0	0.8393	706.19	NE
Rv3240c	secA1	preprotein translocase subunit SecA 	47	43	0	4	0	0.0426	598.50	ES
Rv3241c	-	hypothetical protein Rv3241c 	12	0	0	12	0	0.8333	431.30	NE
Rv3242c	-	hypothetical protein Rv3242c 	4	0	0	4	0	0.5000	1644.00	NE
Rv3243c	-	hypothetical protein Rv3243c 	4	2	0	2	0	0.5000	481.50	NE
Rv3244c	lpqB	PROBABLE CONSERVED LIPOPROTEIN LPQB 	21	21	0	0	0	0.0000	0.00	ES
Rv3245c	mtrB	TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB 	20	20	0	0	0	0.0000	0.00	ES
Rv3246c	mtrA	TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA 	11	11	0	0	0	0.0000	0.00	ES
Rv3247c	tmk	thymidylate kinase 	10	10	0	0	0	0.0000	0.00	ES
Rv3248c	sahH	S-adenosyl-L-homocysteine hydrolase 	24	24	0	0	0	0.0000	0.00	ES
Rv3249c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	0	0	13	0	0.5385	156.29	NE
Rv3250c	rubB	PROBABLE RUBREDOXIN RUBB 	3	0	0	3	0	1.0000	188.67	NE
Rv3251c	rubA	PROBABLE RUBREDOXIN RUBA 	5	0	0	5	0	0.8000	661.75	NE
Rv3252c	alkB	PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN) 	31	0	0	31	0	0.7419	829.39	NE
Rv3253c	-	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN 	25	0	0	25	0	0.6400	198.44	NE
Rv3254	-	hypothetical protein Rv3254 	20	2	0	18	0	0.6500	925.23	NE
Rv3255c	manA	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE) 	21	21	0	0	0	0.0000	0.00	ES
Rv3256c	-	hypothetical protein Rv3256c 	10	2	0	8	0	0.7000	176.43	NE
Rv3257c	manB	phosphomannomutase/phosphoglucomutase 	24	24	0	0	0	0.0000	0.00	ES
Rv3258c	-	hypothetical protein Rv3258c 	6	0	0	6	0	0.1667	1108.00	NE
Rv3259	-	hypothetical protein Rv3259 	3	0	0	3	0	0.6667	1022.50	NE
Rv3260c	whiB2	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2 	2	0	0	2	0	0.0000	0.00	NE
Rv3261	fbiA	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA 	14	8	0	6	0	0.2143	1059.00	ES
Rv3262	fbiB	F420-0--gamma-glutamyl ligase 	13	3	0	10	0	0.5385	112.86	NE
Rv3263	-	PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE) 	30	2	0	28	0	0.7333	1074.91	NE
Rv3264c	manB	D-ALPHA-D-MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE MANB (D-ALPHA-D-HEPTOSE-1-PHOSPHATE GUANYLYLTRANSFERASE) 	17	17	0	0	0	0.0000	0.00	ES
Rv3265c	wbbL1	PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 (ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P-DECAPRENY L) 	17	16	0	1	0	0.0588	267.00	ES
Rv3266c	rmlD	dTDP-6-DEOXY-L-LYXO-4-HEXULOSE REDUCTASE RMLD (dTDP-RHAMNOSE MODIFICATION PROTEIN) (dTDP-RHAMNOSE BIOSYNTHESIS PROTEIN) (dTDP-RHAMNOSE SYNTHASE) 	17	17	0	0	0	0.0000	0.00	ES
Rv3267	-	CONSERVED HYPOTHETICAL PROTEIN (CPSA-RELATED PROTEIN) 	23	14	0	9	0	0.1739	209.00	ES
Rv3268	-	hypothetical protein Rv3268 	13	0	0	13	0	0.8462	349.45	NE
Rv3269	-	hypothetical protein Rv3269 	5	0	0	5	0	0.4000	411.00	NE
Rv3270	ctpC	PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC 	18	0	0	18	0	0.3889	240.29	NE
Rv3271c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	7	0	0	7	0	0.7143	387.20	NE
Rv3272	-	hypothetical protein Rv3272 	19	0	0	19	0	0.6842	753.23	NE
Rv3273	-	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	32	0	0	32	0	0.6250	826.55	NE
Rv3274c	fadE25	PROBABLE ACYL-CoA DEHYDROGENASE FADE25 	19	0	0	19	0	0.4211	94.62	NE
Rv3275c	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit 	8	0	0	8	0	0.2500	1987.50	NE
Rv3276c	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit 	10	0	8	2	0	0.1000	246.00	GD
Rv3277	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	0	13	0	0	0.1538	27.00	GD
Rv3278c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	0	0	8	0	0.6250	398.20	NE
Rv3279c	birA	biotin--protein ligase 	7	7	0	0	0	0.0000	0.00	ES
Rv3280	accD5	PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) 	32	32	0	0	0	0.0000	0.00	ES
Rv3281	-	hypothetical protein Rv3281 	3	3	0	0	0	0.0000	0.00	ES
Rv3282	maf	Maf-like protein 	12	0	0	12	0	0.4167	402.80	NE
Rv3283	sseA	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	20	0	0	16	4	0.8000	9860.81	NE
Rv3284	-	hypothetical protein Rv3284 	5	0	0	0	5	0.8000	459.50	GA
Rv3285	accA3	PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	27	26	0	1	0	0.0370	972.00	ES
Rv3286c	sigF	RNA polymerase sigma factor SigF 	12	0	0	12	0	0.8333	426.70	NE
Rv3287c	rsbW	ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR) 	3	0	0	3	0	0.6667	802.00	NE
Rv3288c	usfY	PUTATIVE PROTEIN USFY 	11	0	0	11	0	0.8182	811.67	NE
Rv3289c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	0	0	7	0	0.8571	810.00	NE
Rv3290c	lat	L-lysine aminotransferase 	26	0	0	26	0	0.7692	897.00	NE
Rv3291c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	12	5	0	7	0	0.4167	209.00	NE
Rv3292	-	hypothetical protein Rv3292 	20	0	0	20	0	0.7000	859.50	NE
Rv3293	pcd	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE) 	17	0	0	17	0	0.7647	639.38	NE
Rv3294c	-	hypothetical protein Rv3294c 	21	0	0	21	0	0.8095	849.82	NE
Rv3295	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	12	0	0	12	0	0.9167	3727.18	NE
Rv3296	lhr	PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN) 	56	0	0	56	0	0.7679	1053.47	NE
Rv3297	nei	PROBABLE ENDONUCLEASE VIII NEI 	10	0	0	10	0	0.8000	976.38	NE
Rv3298c	lpqC	POSSIBLE ESTERASE LIPOPROTEIN LPQC 	13	0	0	13	0	0.7692	379.70	NE
Rv3299c	atsB	PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE) 	46	0	0	46	0	0.5435	873.16	NE
Rv3300c	-	hypothetical protein Rv3300c 	11	0	0	11	0	0.6364	103.43	NE
Rv3301c	phoY1	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1 	10	0	0	10	0	0.6000	201.83	NE
Rv3302c	glpD2	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2 	28	28	0	0	0	0.0000	0.00	ES
Rv3303c	lpdA	flavoprotein disulfide reductase 	22	1	0	21	0	0.3636	435.88	NE
Rv3304	-	hypothetical protein Rv3304 	12	0	0	12	0	0.4167	510.60	NE
Rv3305c	amiA1	POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMINOHYDROLASE) 	21	0	0	21	0	0.3810	533.00	NE
Rv3306c	amiB1	PROBABLE AMIDOHYDROLASE AMIB1 (AMINOHYDROLASE) 	15	0	0	15	0	0.6000	373.78	NE
Rv3307	deoD	purine nucleoside phosphorylase 	12	0	0	12	0	0.7500	435.67	NE
Rv3308	pmmB	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE) 	20	0	0	20	0	0.7000	539.07	NE
Rv3309c	upp	uracil phosphoribosyltransferase 	8	0	0	8	0	0.5000	952.00	NE
Rv3310	-	POSSIBLE ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE) 	18	0	0	18	0	0.8889	443.31	NE
Rv3311	-	hypothetical protein Rv3311 	17	0	0	17	0	0.7647	529.85	NE
Rv3312c	-	hypothetical protein Rv3312c 	18	0	0	18	0	0.6667	965.67	NE
Rv3312A	-	SECRETED PROTEIN ANTIGEN 	6	0	0	6	0	0.8333	1741.80	NE
Rv3313c	add	adenosine deaminase 	13	0	0	13	0	0.4615	378.33	NE
Rv3314c	deoA	thymidine phosphorylase 	12	0	0	12	0	0.7500	202.44	NE
Rv3315c	cdd	cytidine deaminase 	5	0	0	5	0	1.0000	329.40	NE
Rv3316	sdhC	PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	6	0	0	6	0	0.8333	610.40	NE
Rv3317	sdhD	PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	4	0	0	4	0	1.0000	270.75	NE
Rv3318	sdhA	succinate dehydrogenase flavoprotein subunit 	32	0	0	32	0	0.4688	387.80	NE
Rv3319	sdhB	succinate dehydrogenase iron-sulfur subunit 	8	0	0	8	0	0.5000	1472.75	NE
Rv3320c	-	hypothetical protein Rv3320c 	6	0	0	6	0	0.5000	496.67	NE
Rv3321c	-	hypothetical protein Rv3321c 	3	0	0	3	0	0.3333	4805.00	NE
Rv3322c	-	POSSIBLE METHYLTRANSFERASE 	8	0	0	8	0	0.6250	1012.00	NE
Rv3323c	moaX	PROBABLE MOAD-MOAE FUSION PROTEIN MOAX 	15	0	0	15	0	0.8000	735.25	NE
Rv3324c	moaC	molybdenum cofactor biosynthesis protein C 	10	0	0	10	0	0.7000	582.71	NE
Rv3325	-	PROBABLE TRANSPOSASE 	5	0	0	5	0	0.8000	686.75	NE
Rv3326	-	PROBABLE TRANSPOSASE 	25	0	0	25	0	0.9600	591.67	NE
Rv3327	-	PROBABLE TRANSPOSASE FUSION PROTEIN 	20	0	0	20	0	0.9000	1784.72	NE
Rv3328c	sigJ	RNA polymerase sigma factor SigJ 	12	0	0	12	0	0.7500	558.78	NE
Rv3329	-	hypothetical protein Rv3329 	22	0	0	22	0	0.9091	749.00	NE
Rv3330	dacB1	PROBABLE PENICILLIN-BINDING PROTEIN DACB1 (D-ALANYL-D-ALANINE CARBOXYPEPTIDASE) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) 	20	0	0	20	0	0.7000	752.21	NE
Rv3331	sugI	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI 	25	0	0	25	0	0.6800	679.06	NE
Rv3332	nagA	PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA (GLCNAC 6-P DEACETYLASE) 	6	0	0	6	0	0.5000	398.33	NE
Rv3333c	-	HYPOTHETICAL PROLINE RICH PROTEIN 	12	0	0	12	0	0.6667	1641.00	NE
Rv3334	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY) 	10	0	0	10	0	0.7000	511.57	NE
Rv3335c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	12	2	0	10	0	0.5000	393.83	NE
Rv3336c	trpS	tryptophanyl-tRNA synthetase 	16	16	0	0	0	0.0000	0.00	ES
Rv3337	-	hypothetical protein Rv3337 	9	2	0	7	0	0.6667	545.33	NE
Rv3338	-	hypothetical protein Rv3338 	5	0	0	5	0	0.6000	424.00	NE
Rv3339c	icd1	isocitrate dehydrogenase 	27	0	0	27	0	0.7778	450.29	NE
Rv3340	metC	O-acetylhomoserine aminocarboxypropyltransferase 	17	9	0	8	0	0.0588	359.00	ES
Rv3341	metX	homoserine O-acetyltransferase 	15	15	0	0	0	0.0000	0.00	ES
Rv3342	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	9	9	0	0	0	0.0000	0.00	ES
Rv3343c	PPE54	PPE FAMILY PROTEIN 	157	0	28	129	0	0.5669	776.72	NE
Rv3344c	PE_PGRS49	PE-PGRS FAMILY PROTEIN 	6	0	0	6	0	0.3333	1068.50	NE
Rv3345c	PE_PGRS50	PE-PGRS FAMILY PROTEIN 	48	0	0	48	0	0.5625	283.52	NE
Rv3346c	-	hypothetical protein Rv3346c 	4	0	0	4	0	0.7500	1760.33	NE
Rv3347c	PPE55	PPE FAMILY PROTEIN 	121	0	0	121	0	0.7438	871.36	NE
Rv3348	-	PROBABLE TRANSPOSASE 	4	0	0	4	0	0.7500	5979.00	NE
Rv3349c	-	PROBABLE TRANSPOSASE 	4	0	0	4	0	0.7500	2790.33	NE
Rv3350c	PPE56	PPE FAMILY PROTEIN 	130	0	0	130	0	0.6538	930.85	NE
Rv3351c	-	hypothetical protein Rv3351c 	15	0	0	15	0	0.9333	1107.07	NE
Rv3352c	-	POSSIBLE OXIDOREDUCTASE 	2	0	0	2	0	1.0000	1080.00	NE
Rv3353c	-	hypothetical protein Rv3353c 	4	0	0	4	0	0.7500	1274.00	NE
Rv3354	-	hypothetical protein Rv3354 	7	0	0	7	0	0.8571	3251.00	NE
Rv3355c	-	hypothetical protein Rv3355c 	5	2	0	3	0	0.4000	594.00	NE
Rv3356c	folD	PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE 	9	9	0	0	0	0.0000	0.00	ES
Rv3357	-	hypothetical protein Rv3357 	5	0	0	5	0	1.0000	404.80	NE
Rv3358	-	hypothetical protein Rv3358 	4	0	0	4	0	1.0000	747.50	NE
Rv3359	-	POSSIBLE OXIDOREDUCTASE 	19	0	0	19	0	0.7368	1410.00	NE
Rv3360	-	hypothetical protein Rv3360 	3	0	0	3	0	1.0000	779.67	NE
Rv3361c	-	hypothetical protein Rv3361c 	6	0	0	6	0	0.3333	338.50	NE
Rv3362c	-	PROBABLE ATP/GTP-BINDING PROTEIN 	7	0	0	7	0	0.5714	1758.75	NE
Rv3363c	-	hypothetical protein Rv3363c 	8	0	0	8	0	0.8750	661.14	NE
Rv3364c	-	hypothetical protein Rv3364c 	5	0	0	5	0	0.8000	696.50	NE
Rv3365c	-	hypothetical protein Rv3365c 	33	0	0	33	0	0.6970	558.30	NE
Rv3366	spoU	PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE) 	7	0	0	7	0	0.5714	1225.25	NE
Rv3367	PE_PGRS51	PE-PGRS FAMILY PROTEIN 	24	0	0	24	0	0.7083	695.41	NE
Rv3368c	-	POSSIBLE OXIDOREDUCTASE 	9	0	0	9	0	0.6667	671.50	NE
Rv3369	-	hypothetical protein Rv3369 	7	0	0	7	0	0.7143	628.20	NE
Rv3370c	dnaE2	error-prone DNA polymerase 	35	0	0	35	0	0.5714	443.35	NE
Rv3371	-	hypothetical protein Rv3371 	23	0	0	23	0	0.5217	474.33	NE
Rv3372	otsB2	POSSIBLE TREHALOSE 6-PHOSPHATE PHOSPHATASE OTSB2 (TREHALOSE-PHOSPHATASE) (TPP) 	9	9	0	0	0	0.0000	0.00	ES
Rv3373	echA18	PROBABLE ENOYL-CoA HYDRATASE ECHA18 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	3	0	0	3	0	1.0000	624.00	NE
Rv3374	echA18.1	PROBABLE ENOYL-CoA HYDRATASE (FRAGMENT) ECHA18.1 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	3	0	0	3	0	1.0000	161.33	NE
Rv3375	amiD	PROBABLE AMIDASE AMID (ACYLAMIDASE) (ACYLASE) 	22	0	0	22	0	0.5000	481.36	NE
Rv3376	-	hypothetical protein Rv3376 	9	0	0	9	0	0.8889	587.25	NE
Rv3377c	-	POSSIBLE CYCLASE 	59	14	0	45	0	0.3220	414.32	NE
Rv3378c	-	hypothetical protein Rv3378c 	40	22	0	18	0	0.0750	107.67	ES
Rv3379c	dxs2	1-deoxy-D-xylulose-5-phosphate synthase 	35	6	0	29	0	0.4286	378.80	NE
Rv3380c	-	PROBABLE TRANSPOSASE 	23	0	0	23	0	0.9565	657.50	NE
Rv3381c	-	PROBABLE TRANSPOSASE 	5	0	0	5	0	1.0000	557.20	NE
Rv3382c	lytB1	PROBABLE LYTB-RELATED PROTEIN LYTB1 	12	0	0	12	0	0.6667	644.75	NE
Rv3383c	idsB	POSSIBLE POLYPRENYL SYNTHETASE IDSB (POLYPRENYL TRANSFERASE) (POLYPRENYL DIPHOSPHATE SYNTHASE) 	19	0	0	19	0	0.4211	255.38	NE
Rv3384c	-	hypothetical protein Rv3384c 	3	0	0	3	0	0.6667	907.50	NE
Rv3385c	-	hypothetical protein Rv3385c 	3	0	0	3	0	0.6667	193.00	NE
Rv3386	-	POSSIBLE TRANSPOSASE 	12	0	0	12	0	0.7500	409.11	NE
Rv3387	-	POSSIBLE TRANSPOSASE 	7	0	0	7	0	0.7143	289.40	NE
Rv3388	PE_PGRS52	PE-PGRS FAMILY PROTEIN 	20	0	0	20	0	0.5000	484.40	NE
Rv3389c	-	POSSIBLE DEHYDROGENASE 	10	0	0	10	0	1.0000	481.90	NE
Rv3390	lpqD	PROBABLE CONSERVED LIPOPROTEIN LPQD 	12	0	0	12	0	0.9167	1993.27	NE
Rv3391	acrA1	short chain dehydrogenase 	36	0	0	36	0	0.5833	501.29	NE
Rv3392c	cmaA1	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1) 	13	0	0	13	0	0.5385	316.43	NE
Rv3393	iunH	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE) 	10	0	0	10	0	0.6000	806.33	NE
Rv3394c	-	hypothetical protein Rv3394c 	16	0	0	16	0	0.7500	527.17	NE
Rv3395c	-	hypothetical protein Rv3395c 	4	0	0	4	0	0.2500	1245.00	NE
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	11	0	0	11	0	0.6364	410.86	NE
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	17	16	0	1	0	0.0588	545.00	ES
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	20	0	0	20	0	0.4500	271.67	NE
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	11	0	0	11	0	0.3636	159.75	NE
Rv3399	-	hypothetical protein Rv3399 	19	0	0	19	0	0.6316	271.50	NE
Rv3400	-	PROBABLE HYDROLASE 	15	0	0	15	0	0.6000	410.22	NE
Rv3401	-	hypothetical protein Rv3401 	36	0	0	28	8	0.7778	2560.68	NE
Rv3402c	-	hypothetical protein Rv3402c 	28	0	0	28	0	0.7857	1049.68	NE
Rv3403c	-	hypothetical protein Rv3403c 	26	0	0	26	0	0.8846	810.48	NE
Rv3404c	-	hypothetical protein Rv3404c 	11	0	0	11	0	0.9091	830.00	NE
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	0	0	9	0	0.3333	359.00	NE
Rv3406	-	PROBABLE DIOXYGENASE 	17	0	0	17	0	0.8235	521.93	NE
Rv3407	-	hypothetical protein Rv3407 	3	0	0	3	0	1.0000	570.33	NE
Rv3408	-	hypothetical protein Rv3408 	9	0	0	9	0	0.8889	2247.38	NE
